 ,X,Y,Length
1,0,0,0.000066101
2,0,0,0.000269186
3,0,0,0.000046917
4,0,0,0.000086214
5,0,0,0.000092835
6,0,0,0.000061742
7,0,0,0.000040858
8,0,0,0.000093633
