 ,X,Y,Angle,Length
1,0.000381915,0.000500568,-170.727398223,0.000092657
2,0.000159440,0.000588940,-170.593658018,0.000313120
3,0.000239778,0.000585232,8.697960553,0.000252589
4,0.000394892,0.000590794,-169.695153531,0.000041456
5,0.000245958,0.000580906,10.660348295,0.000241442
6,0.000185395,0.000571018,9.819300639,0.000245868
