 ,X,Y,Angle,Length
1,0.000362139,0.000565456,-168.530469667,0.000065693
2,0.000458545,0.000533321,-171.050541916,0.000120093
3,0.000302195,0.000557422,-169.398845136,0.000177210
4,0.000091462,0.000544445,8.004728857,0.000059954
5,0.000259554,0.000571636,-170.725308433,0.000513469
6,0.000190957,0.000589558,-170.464534283,0.000359650
7,0.000387477,0.000522197,9.547934067,0.000409839
8,0.000066742,0.000647648,-170.991496258,0.000077620
9,0.000285509,0.000499950,-172.874983651,0.000067301
